#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABCA1	PDK4	9606.ENSP00000363868	9606.ENSP00000005178	0	0	0	0	0.060	0.045	0.183	0.366	0.473
ABCA1	CETP	9606.ENSP00000363868	9606.ENSP00000200676	0	0	0	0	0.048	0	0	0.830	0.831
ABCA1	SIRT1	9606.ENSP00000363868	9606.ENSP00000212015	0	0	0	0	0.079	0.046	0	0.497	0.520
ABCA1	CCL2	9606.ENSP00000363868	9606.ENSP00000225831	0	0	0	0	0.085	0	0	0.564	0.584
ABCA1	APOC3	9606.ENSP00000363868	9606.ENSP00000227667	0	0	0	0	0.042	0	0	0.744	0.744
ABCA1	DGAT2	9606.ENSP00000363868	9606.ENSP00000228027	0	0	0	0	0.052	0	0	0.409	0.416
ABCA1	APOB	9606.ENSP00000363868	9606.ENSP00000233242	0	0	0	0	0.042	0	0	0.861	0.861
ABCA1	APOA1	9606.ENSP00000363868	9606.ENSP00000236850	0	0	0	0	0.055	0.697	0.900	0.999	0.999
ABCA1	APOE	9606.ENSP00000363868	9606.ENSP00000252486	0	0	0	0	0.084	0	0	0.979	0.980
ABCA1	FABP4	9606.ENSP00000363868	9606.ENSP00000256104	0	0	0	0	0.044	0	0	0.457	0.458
ABCA1	LIPG	9606.ENSP00000363868	9606.ENSP00000261292	0	0	0	0	0.042	0.074	0	0.624	0.638
ABCA1	SCARB1	9606.ENSP00000363868	9606.ENSP00000261693	0	0	0	0	0.064	0	0	0.932	0.934
ABCA1	CREBBP	9606.ENSP00000363868	9606.ENSP00000262367	0	0	0	0	0.048	0.053	0.400	0.183	0.499
ABCA1	IL1B	9606.ENSP00000363868	9606.ENSP00000263341	0	0	0	0	0.072	0	0	0.599	0.612
ABCA1	LCAT	9606.ENSP00000363868	9606.ENSP00000264005	0	0	0	0	0.054	0	0	0.911	0.912
