#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
A1CF	APOB	9606.ENSP00000378868	9606.ENSP00000233242	0	0	0	0	0.374	0	0	0.779	0.856
A1CF	INHBB	9606.ENSP00000378868	9606.ENSP00000295228	0	0	0	0	0.066	0	0	0.433	0.447
A1CF	METTL3	9606.ENSP00000378868	9606.ENSP00000298717	0	0	0	0	0	0	0.540	0.081	0.559
A1CF	HNF4A	9606.ENSP00000378868	9606.ENSP00000312987	0	0	0	0	0.474	0	0	0.135	0.525
A1CF	RBM15	9606.ENSP00000378868	9606.ENSP00000358799	0	0	0	0	0	0	0.540	0.100	0.568
A1CF	RPS6	9606.ENSP00000378868	9606.ENSP00000369757	0	0	0	0	0	0.419	0	0.052	0.425
A1CF	METTL14	9606.ENSP00000378868	9606.ENSP00000373474	0	0	0	0	0.055	0	0.540	0.059	0.555
A1CF	SFMBT1	9606.ENSP00000378868	9606.ENSP00000378235	0	0	0	0	0	0	0	0.446	0.446
A1CF	HNF1A	9606.ENSP00000378868	9606.ENSP00000438804	0	0	0	0	0.448	0	0	0.085	0.474
A2M	MMP2	9606.ENSP00000323929	9606.ENSP00000219070	0	0	0	0	0.113	0.600	0.500	0.768	0.953
A2M	PLAT	9606.ENSP00000323929	9606.ENSP00000220809	0	0	0	0	0.085	0.127	0	0.621	0.671
A2M	TGFB1	9606.ENSP00000323929	9606.ENSP00000221930	0	0	0	0	0	0.045	0	0.910	0.910
A2M	APOB	9606.ENSP00000323929	9606.ENSP00000233242	0	0	0	0	0.192	0	0	0.507	0.585
A2M	EGR1	9606.ENSP00000323929	9606.ENSP00000239938	0	0	0	0	0.050	0.045	0	0.449	0.456
A2M	C3	9606.ENSP00000323929	9606.ENSP00000245907	0	0	0	0.613	0.150	0	0	0.331	0.407
A2M	SERPINF1	9606.ENSP00000323929	9606.ENSP00000254722	0	0	0	0	0.243	0	0	0.848	0.880
A2M	ADAM19	9606.ENSP00000323929	9606.ENSP00000257527	0	0	0	0	0	0	0	0.441	0.441
A2M	PZP	9606.ENSP00000323929	9606.ENSP00000261336	0	0	0.053	0.975	0.121	0.330	0	0.395	0.617
A2M	SLC6A4	9606.ENSP00000323929	9606.ENSP00000261707	0	0	0	0	0.052	0.292	0	0.229	0.437
A2M	PDGFRB	9606.ENSP00000323929	9606.ENSP00000261799	0	0	0	0	0.141	0.170	0	0.456	0.578
A2M	IL1A	9606.ENSP00000323929	9606.ENSP00000263339	0	0	0	0	0.059	0	0	0.565	0.573
A2M	IL1B	9606.ENSP00000323929	9606.ENSP00000263341	0	0	0	0	0.056	0.396	0	0.975	0.984
A2M	AMBP	9606.ENSP00000323929	9606.ENSP00000265132	0	0	0	0	0.165	0.510	0	0.710	0.871
A2M	MFGE8	9606.ENSP00000323929	9606.ENSP00000268150	0	0	0	0	0.065	0	0	0.492	0.505
A2M	EGFR	9606.ENSP00000323929	9606.ENSP00000275493	0	0	0	0	0	0	0	0.491	0.491
A2M	APP	9606.ENSP00000323929	9606.ENSP00000284981	0	0	0	0	0.104	0.292	0	0.863	0.905
A2M	ADAMTS1	9606.ENSP00000323929	9606.ENSP00000284984	0	0	0	0	0.067	0.292	0	0.203	0.428
A2M	PPARG	9606.ENSP00000323929	9606.ENSP00000287820	0	0	0	0	0.054	0.045	0	0.463	0.472
A2M	CEBPB	9606.ENSP00000323929	9606.ENSP00000305422	0	0	0	0	0.055	0	0	0.494	0.501
A2M	PLG	9606.ENSP00000323929	9606.ENSP00000308938	0	0	0	0	0.136	0.127	0	0.731	0.779
A2M	LEP	9606.ENSP00000323929	9606.ENSP00000312652	0	0	0	0	0.042	0.292	0	0.586	0.694
A2M	MMP19	9606.ENSP00000323929	9606.ENSP00000313437	0	0	0	0	0.064	0	0.500	0.185	0.585
A2M	THBD	9606.ENSP00000323929	9606.ENSP00000366307	0	0	0	0	0.062	0	0	0.402	0.415
A2M	RBP4	9606.ENSP00000323929	9606.ENSP00000360522	0	0	0	0	0.150	0	0	0.345	0.420
A2M	GJB1	9606.ENSP00000323929	9606.ENSP00000354900	0	0	0	0	0.129	0	0	0.376	0.433
A2M	IGF2R	9606.ENSP00000323929	9606.ENSP00000349437	0	0	0	0	0.048	0	0	0.429	0.433
A2M	ALDOA	9606.ENSP00000323929	9606.ENSP00000496166	0	0	0	0	0.068	0	0	0.449	0.464
A2M	AGT	9606.ENSP00000323929	9606.ENSP00000355627	0	0	0	0	0.207	0	0	0.360	0.471
A2M	SERPINA5	9606.ENSP00000323929	9606.ENSP00000333203	0	0	0	0	0.141	0	0	0.425	0.485
A2M	AFP	9606.ENSP00000323929	9606.ENSP00000379138	0	0	0	0	0.126	0.073	0	0.449	0.515
A2M	TGFB2	9606.ENSP00000323929	9606.ENSP00000355896	0	0	0	0	0.076	0.045	0	0.605	0.621
A2M	LRP2	9606.ENSP00000323929	9606.ENSP00000496870	0	0	0	0	0.055	0.071	0	0.750	0.761
A2M	CTSB	9606.ENSP00000323929	9606.ENSP00000345672	0	0	0	0	0.084	0	0	0.758	0.768
A2M	MMP9	9606.ENSP00000323929	9606.ENSP00000361405	0	0	0	0	0.062	0	0.500	0.695	0.845
A2M	IL10	9606.ENSP00000323929	9606.ENSP00000412237	0	0	0	0	0.065	0.599	0	0.626	0.847
A2M	HSPA5	9606.ENSP00000323929	9606.ENSP00000324173	0	0	0	0	0.058	0.324	0	0.960	0.972
AAAS	HSPA1L	9606.ENSP00000209873	9606.ENSP00000364805	0	0	0	0	0	0	0.400	0	0.400
AAAS	HSPA5	9606.ENSP00000209873	9606.ENSP00000324173	0	0	0	0	0.042	0	0.400	0	0.400
AAAS	HSPA2	9606.ENSP00000209873	9606.ENSP00000378199	0	0	0	0	0.049	0	0.400	0	0.405
AAAS	DDX20	9606.ENSP00000209873	9606.ENSP00000358716	0	0	0	0	0.054	0	0.400	0.052	0.414
AAAS	WDR33	9606.ENSP00000209873	9606.ENSP00000325377	0	0	0	0	0.066	0	0.400	0	0.415
AAAS	TARBP2	9606.ENSP00000209873	9606.ENSP00000266987	0	0	0	0	0.389	0	0	0.093	0.422
AAAS	CCNB2	9606.ENSP00000209873	9606.ENSP00000288207	0	0	0	0	0.086	0	0.400	0	0.428
AAAS	CDK1	9606.ENSP00000209873	9606.ENSP00000378699	0	0	0	0	0.089	0	0.400	0	0.430
AAAS	TOP2A	9606.ENSP00000209873	9606.ENSP00000411532	0	0	0	0	0.105	0	0.400	0	0.440
AAAS	BIRC5	9606.ENSP00000209873	9606.ENSP00000301633	0	0	0	0	0.114	0	0.400	0	0.445
AAAS	INCENP	9606.ENSP00000209873	9606.ENSP00000378295	0	0	0	0	0.123	0	0.400	0	0.451
AAAS	NUP107	9606.ENSP00000209873	9606.ENSP00000229179	0	0	0	0	0.374	0.879	0.500	0.549	0.980
AAAS	NDC1	9606.ENSP00000209873	9606.ENSP00000360483	0	0	0	0	0.133	0.937	0.800	0.520	0.994
